id,product_name,brand,category,product_url,ingredient_raw,price
35,Somethinc Acnedot Treatment Toner,Somethinc,"#fragrance & essentialoil-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/somethinc-acnedot-treatment-toner,"Camellia Sinensis Leaf Water, Butylene Glycol, Polyglyceryl-4 Caprate, Aqua, Succinic Acid, Triethanolamine, Phenoxyethanol, 1,2-Hexanediol, Glycerine, Ethylhexylglycerin, Hippophae Rhamnoides (Sea Buckthorn) Fruit Extract, Hydrolyzed Algin, Bacillus/Folic Acid Ferment Filtrate Extract, Pentylene Glycol, Methyl Diisopropyl Propionamide, Sodium Hyaluronate, Zinc Sulfate.",
36,Miraculous Retinol Ampoule,Avoskin,#fragrance & essentialoil-free,https://www.skincarisma.com/products/miraculous-retinol-ampoule,"Water, Propylene Glycol, Glycerin, Phenoxyethanol, Carbomer, PEG-40 Hydrogenated Castor Oil, Caprylic/Capric Triglyceride, Camellia Sinensis Leaf Extract, Methyl Methacrylate Crosspolymer, Polyglutamic Acid, Tetrasodium EDTA, Retinol, Hydrogenated Lecithin, Ethylhexylglycerin, Cholesterol, Biosaccharide Gum-1, Tocopheryl Acetate, Rubus Idaeus Fruit Extract, BHT, Punica Granatum Extract, Butylene Glycol, Phaseolus Radiatus Seed Extract, BHA, Avena Sativa Meal Extract, Palmitoyl Hexapeptide-12.",
37,Gluta-Bright B3 Serum,The Originote,#fragrance & essentialoil-free,https://www.skincarisma.com/products/gluta-bright-b3-serum,"Water, Butylene Glycol, Glycerin, Niacinamide, Hydroxyethylpiperazine Ethane Sulfonic Acid, Tranexamic Acid, 1,2-Hexanediol, Hydroxyacetophenone, Hydroxyethylcellulose, Allantoin, Centella Asiatica Extract, Sodium Hyaluronate, Beta-Glucan, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Propylene Glycol, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra Root Extract, Glutathione, Salix Alba Bark Extract, Chamomilla Recutita Flower Extract, Rosmarinus Officinalis Leaf Extract, Caprylic/Capric Triglyceride, Hydrogenated Lecithin, Hexylene Glycol, Stearic Acid, Cholesterol, Ceramide NP, Phenoxyethanol, Citrus Reticulata Peel Extract, Chlorphenesin.",
38,Your Skin Bae Panthenol 5% + Mugwort + Cica Barrier Hero Serum,Avoskin,#fragrance & essentialoil-free,https://www.skincarisma.com/products/your-skin-bae-panthenol-5-mugwort-cica-barrier-hero-serum,"Aqua, Panthenol, Glycerin, Butylene Glycol, Centella Asiatica Extract, Hydroxyethylcellulose, Phenoxyethanol, Polyglutamic Acid, Chlorphenesin, Allantoin, Disodium EDTA, Sodium Bisulfite, Biosaccharide Gum-1, Artemisia Princeps Leaf Extract, 1,2-Hexanediol.",
39,Niacinamide 5% + Moisture Sepiwhite Serum,Azarine,#fragrance & essentialoil-free,https://www.skincarisma.com/products/niacinamide-5-moisture-sepiwhite-serum,"Aqua, Niacinamide, Glycerin*, Centella Asiatica Extract*, Sodium Hyaluronate*, Propanediol*, Undecylenoyl Phenylalanine, Allantoin*, Royal Jelly*, Carica Papaya Fruit Extract*, Gluconobacter/Honey Ferment Filtrate*, Polyquaternium-7, Chlorphenesin, Panthenol, Acetyl Glucosamine, Xanthan Gum*, Phenoxyethanol.",
40,Somethinc Glass-c 12% Vitamin C + Glutabright + Ferulic Acid,Somethinc,"#fragrance & essentialoil-free, #alcohol-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/somethinc-glass-c-12-vitamin-c-glutabright-ferulic-acid,"Water, Methylpropanediol, 3-0-Ethyl Ascorbic Acid, C12-14 Alketh-12, 1,2-Hexanediol, Pentylene Glycol, Acetyl Glycyl B-Alanine, Glycereth-26, Ferulic Acid, Hexylresorcinol, Glucosylrutin, Xanthan Gum, Tromethamine, Butylene Glycol, 4-Butylresorcinol, Disodium EDTA, Melia Azadirachta Flower Extract, Ocimum Sanctum Leaf Extract, Glycerin, Ethylhexylglycerin, Melia Azadirachta Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Corallina Officinalis Extract, Polyquaternium-51, Ethyl Hexanediol, Solanum Lycopersicum (Tomato) Fruit Extract, Resveratrol, Tocopherol, Polyglyceryl-10 Laurate, Glutathione, Hydrogenated Lecithin, Soluble Collagen.",
41,Somethinc Copy Paste Tinted Sunscreen,Somethinc,"#fragrance & essentialoil-free, #paraben-free, #sulfate-free",https://www.skincarisma.com/products/somethinc-copy-paste-tinted-sunscreen,"Water, Cyclopentasiloxane, Titanium Dioxide, Ethylhexyl Methoxycinnamate, Cyclohexasiloxane, Glycerin, Phenyl Trimethicone, Cetyl Ethylhexanoate, Cetyl PEG/PPG-10/1 Dimethicone, Propylene Glycol Dibenzoate, Ethylhexyl Salicylate, Methyl Methacrylate Crosspolymer, Pentylene Glycol, Dimethicone, PEG-10 Dimethicone, Zinc Oxide, Magnesium Sulfate, Phenoxyethanol, Silica, Trimethylsiloxysilicate, Dimethicone/Vinyl Dimethicone Crosspolymer, Aluminum Hydroxide, Betaine, Disteardimonium Hectorite, Triethoxycaprylylsilane, Stearic Acid, Ethylhexylglycerin, Disodium EDTA, BHT, Allantoin, Caffeine, Ci 77491, Ci 77499, Hydrolyzed Sodium Hyaluronate, Ci 77492, 1.2 Hexanediol.",
42,"Triple Care 13,5% Total Acids Purple Ranger Peeling Treatment",Facetology,#fragrance & essentialoil-free,https://www.skincarisma.com/products/triple-care-13-5-total-acids-purple-ranger-peeling-treatment,"Aqua, Glycolic Acid, Centella Asiatica Extract, Gluconolactone, Glycerin, Sodium Hydroxide, Butylene Glycol, Panthenol, Salicylic Acid, Potassium Azeloyl Diglycinate, Tasmannia Lanceolata Fruit/Leaf Extract, Biosaccharide Gum-1, Daucus Carota Sativa Extract, Vaccinium Myrtillus Bud Extract, Allantoin, Dipotassium Glycyrrhizate, Xanthan Gum, Amylopectin, Dextrin, Benzotriazolyl Dodecyl P-Cresol, Chlorphenesin, Tetrasodium EDTA, Maltodextrin, Phenoxyethanol, Citric Acid, 1,2-Hexanediol, Potassium Sorbate, Ethylhexylglycerin, CI 42090",
43,Triple Care Acne Calm Moisturizer,Facetology,#fragrance & essentialoil-free,https://www.skincarisma.com/products/triple-care-acne-calm-moisturizer,"Aqua, Glycerin, Cyclopentasiloxane, Butylene Glycol, Garcinia Mangostana Peel Extract, Isononyl Isononanoate, Centella Asiatica Leaf Extract, Propylene Glycol, Polyacrylamide, Salix Alba (Willow) Bark Extract, 4-Terpineol, Succinic Acid, Madecassoside, Salicylic Acid, Triethanolamine, Cetearyl Alcohol, Cetyl Alcohol, Glyceryl Stearate, Methylpropanediol, PEG-40 Stearate, Ceteareth-20, Xanthan Gum, Tetrasodium EDTA, Citric Acid, PEG-40 Hydrogenated Castor Oil, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate",
44,Calm Down! Skinpair R-Cover Cream,Somethinc,#fragrance & essentialoil-free,https://www.skincarisma.com/products/calm-down-skinpair-r-cover-cream,"Water, Glycerin, Dicaprylyl Ether, Butylene Glycol, Hydrogenated Ethylhexyl Olivate, Pentylene Glycol, 1,2-Hexanediol, Panthenol, Hydrogenated Polydecene, Saccharide Isomerate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polymethylsilsesquioxane, Hydrogenated Olive Oil Unsaponifiables, Boron Nitride, Madecassoside, Aloe Barbadensis Leaf Extract, Allantoin, Artemisia Vulgaris Extract, Astrocaryum Murumuru Seed Butter, Glyceryl Acrylate/Acrylic Acid Copolymer, Tromethamine, Ethylhexylglycerin, Xanthan Gum, Dipotassium Glycyrrhizate, Sodium Phytate, Ceramide NP, Sodium Citrate, Citric Acid, Sea Water, Propanediol, Tocopherol, Emiliania Huxleyi Extract",
45,Somethinc Calm Down! Skinpair R-cover Cream,Somethinc,"#fragrance & essentialoil-free, #alcohol-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/somethinc-calm-down-skinpair-r-cover-cream,"Water, Glycerin, Dicaprylyl Ether, Butylene Glycol, Hydrogenated Ethylhexyl Olivate, Pentylene Glycol, 1,2-Hexanediol, Panthenol, Hydrogenated Polydecene, Saccharide Isomerate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polymethylsilsesquioxane, Hydrogenated Olive Oil Unsaponifiables, Boron Nitride, Madecassoside, Aloe Barbadensis Leaf Extract, Allantoin, Artemisia Vulgaris Extract, Astrocaryum Murumuru Seed Butter, Glyceryl Acrylate/Acrylic Acid Copolymer, Tromethamine, Ethylhexylglycerin, Xanthan Gum, Dipotassium Glycyrrhizate, Sodium Phytate, Ceramide NP, Sodium Citrate, Citric Acid, Sea Water, Propanediol, Tocopherol, Emiliania Huxleyi Extract.",
46,Acne Power Clear Micellar Water,Npure,#paraben-free,https://www.skincarisma.com/products/acne-power-clear-micellar-water,"Aqua, Propylene Glycol, Olive Oil PEG-7 Esters, Butylene Glycol, Cocamidopropyl Betaine, 1,2-Hexanediol, Hydroxyacetophenone, Sodium Chloride, Disodium EDTA, Fragrance, Centella Asiatica Extract, Salicylic Acid, Niacinamide, Salix Alba (Willow) Bark Extract, Vanillin, Ectoin, Ergothioneine",
47,Your Skin Bae Toner Salicylic Acid 1% + Zinc + Tea Tree Water,Avoskin,#fragrance & essentialoil-free,https://www.skincarisma.com/products/your-skin-bae-toner-salicylic-acid-1-zinc-tea-tree-water,"Water, Propylene Glycol, Glycerin, Salicylic Acid, Phenoxyethanol, Zinc PCA, Melaleuca Alternifolia Leaf Water, Chlorphenesin, Disodium EDTA, Xanthan Gum, Sodium Bisulfite",
48,Supple Power Hyaluronic9+ Onsen Essence Toner,Somethinc,#fragrance & essentialoil-free,https://www.skincarisma.com/products/supple-power-hyaluronic9-onsen-essence-toner,"Onsen-Sui (79%), Water, Niacinamide, Butylene Glycol, 1,2-Hexanediol, Dipropylene Glycol, Chondrus Crispus (Carrageenan) Extract, Caprylyl Glycol, Saccharum Officinarum (Sugarcane) Extract, Betaine, Sodium Citrate, Propanediol, Polyglyceryl-10 Laurate, Sodium Hyaluronate, Citric Acid, Adenosine, Allantoin, Hyaluronic Acid, Plumeria Alba (Frangipani) Flower Oil, Ethylhexylglycerin, Hydrolyzed Hyaluronic Acid, Hydroxypropyltrimonium Hyaluronate, Hydrolyzed Sodium Hyaluronate, Sodium Acetylated Hyaluronate, Caffeine, PEG-9 Diglycidyl Ether/Sodium Hyaluronate Crosspolymer, Potassium Hyaluronate, Tocopherol, Dimethylsilanol Hyaluronate, Sodium Benzoate",
49,Bright Stuff Face Toner,Emina,#paraben-free,https://www.skincarisma.com/products/bright-stuff-face-toner,"Aqua, Glycerin, Triethanolamine, Glycolic Acid, Niacinamide, Phenoxyethanol, Chlorphenesin, Disodium EDTA, Allantoin, Butylene Glycol, Trideceth-9, PEG-40 Hydrogenated Castor Oil, Fragrance, Polysorbate 20, Actinidia Polygama Fruit Extract",
50,Barrier Revive Cream,Labore,#fragrance & essentialoil-free,https://www.skincarisma.com/products/barrier-revive-cream,"Aqua, Butylene Glycol, Dicaprylyl Carbonate, Butyrospermum Parkii (Shea) Butter, Cetearyl Alcohol, Glycerin, Dimethicone, Squalane, Propanediol, Bifida Ferment Lysate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Saccharide Isomerate, Allantoin, Bisabolol, 1,2-Hexanediol, Cetearyl Glucoside, Glyceryl Stearate, Xanthan Gum, Polysilicone-11, Chlorphenesin, PEG-100 Stearate, Tocopheryl Acetate, Disodium EDTA, Caprylhydroxamic Acid, Sodium Hyaluronate, Sodium Citrate, Citric Acid, Phragmites Karka Extract, Poria Cocos Extract, Mirabilis Jalapa Extract, Sodium Benzoate, Glucose, PEG-8, PEG-6 Caprylic/Capric Triglycerides",
51,Acne Spot Serum,Azarine,#fragrance & essentialoil-free,https://www.skincarisma.com/products/acne-spot-serum,"Aqua, Glycerin*, Succinic Acid, Propanediol*, Centella Asiatica Extract*, Capryloyl Glycine, Carica Papaya Fruit Extract*, Arbutin, Chlorphenesin, Nelumbo Nucifera Leaf Extract*, Camellia Sinensis Leaf Extract*, Psidium Guajava Leaf Extract*, Angelica Gigas Extract*, Phenoxyethanol, Sarcosine, Xanthan Gum*, Cinnamomum Zeylanicum Bark Extract*",
52,Biome Repair Topicalm Cream,Labore,#fragrance & essentialoil-free,https://www.skincarisma.com/products/biome-repair-topicalm-cream,"Aqua, Glycerin, Squalane, Cetearyl Alcohol, Petrolatum, Dimethicone, Bifida Ferment Lysate, Propanediol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cetearyl Glucoside, Allantoin, Bisabolol, 1,2-Hexanediol, Dipotassium Glycyrrhizate, Xanthan Gum, Caprylic/Capric Triglyceride, Chlorphenesin, Caprylhydroxamic Acid, Tetrasodium EDTA, Deoxyphytantriyl Palmitamide MEA, Hydrogenated Lecithin, Ceramide NP, Cholesterol, Lactobacillus, Glucose, Cyanocobalamin, Algin, Potassium Sorbate, Sodium Benzoate, Calcium Chloride",
53,Eye Serum,The Originote,"#fragrance & essentialoil-free, #alcohol-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/eye-serum,"Water, Butylene Glycol, Glycerin, Cyclopentasiloxane, Squalane, Niacinamide, Cetearyl Alcohol, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Lactobacillus/Rice Ferment, Polyglyceryl-6 Distearate, 1,2-Hexanediol, Hydroxyacetophenone, Cetearyl Stearate, Lecithin, Sodium Hyaluronate, Caffeine, Cyclodextrin, Collagen, Allantoin, Polyglyceryl-3 Beeswax, Cetyl Alcohol, Beta-Glucan, Escin, Glycyrrhiza Uralensis Root Extract, Polysorbate 20, Trehalose, Propanediol, Phenoxyethanol, Centella Asiatica Root Extract, Ethylhexylglycerin, Caprylyl Glycol, Xanthan Gum, Palmitoyl Tripeptide-1, Arginine/Lysine Polypeptide.",
54,Kind Watery Moisturizer,Skin Game,#fragrance & essentialoil-free,https://www.skincarisma.com/products/kind-watery-moisturizer,"Water/Aqua, Trehalose, Propanediol, Glycerin, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Panthenol, 1,2-Hexanediol, Ceramide NP, Ceramide AP, Phytosphingosine, Cholesterol, Ceramide EOP, C15-19 Alkane, Lauryl Glucoside, Trisodium Ethylenediamine Disuccinate, Sodium Lauroyl Lactylate, Xanthan Gum, Carbomer, Phenoxyethanol, Ethylhexylglycerin, Citric Acid",
55,2% BHA Salicylic Acid Acne Treatment,Somethinc,#fragrance & essentialoil-free,https://www.skincarisma.com/products/2-bha-salicylic-acid-acne-treatment,"Aqua, Acacia Senegal Gum, Pentylene Glycol, Salicylic Acid, Trehalose, Polyglyceryl-4 Caprate, 1,2-Hexanediol, Butylene Glycol, Benzotriazolyl Dodecyl P-Cresol, Disodium EDTA, Hydroxyethylcellulose, Triethanolamine, Ethylhexylglycerin, Hydrolyzed Algin, CI 19140, Phragmites Kharka Extract, Poria Cocos Extract, CI 17200, Phenoxyethanol, Zinc Sulfate",
56,Power Serum Acne Serum,Hanasui,"#paraben-free, #sulfate-free, #fragrance & essentialoil-free, #alcohol-free, #silicone-free",https://www.skincarisma.com/products/power-serum-acne-serum,"Water, Butylene Glycol, Hydroxyethyl Urea, Betaine, Methyl Gluceth-20, Salicylic Acid, Glycolic Acid, Propanediol, Ethoxydiglycol, Succinic Acid, Phenoxyethanol, Biosaccharide Gum-1, Glycerin, PEG-20, Caprylic/Capric Triglyceride, PEG-60 Almond Glycerides, Vaccinium Myrtillus Fruit Extract, Caprylyl Glycol, Allantoin, Ammonium Acryloyldimethyltaurate/VP Copolymer, Arginine, Saccharum Officinarum Extract, Ethylhexylglycerin, Lecithin, Dehydroxanthan Gum, Disodium EDTA, Tocopheryl Acetate, Sodium Hyaluronate, Citrus Aurantium Dulcis Fruit Extract, Citrus Limon Fruit Extract, Ascorbic Acid, Acer Saccharum Extract, Platycarya Strobilacea Extract, Psoralea Corylifolia Fruit Extract, Sophora Flavescens Root Extract, Carbomer, Nordihydroguaiaretic Acid, Oleanolic Acid",
57,Somethinc Low pH Jelly Cleanser,Somethinc,"#fragrance & essentialoil-free, #alcohol-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/somethinc-low-ph-jelly-cleanser,"Water, Potassium Laureth Phosphate, Glycerin, Potassium Cocoyl Glutamate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Butylene Glycol, Centella Asiatica Leaf Water, Caprylic/Capric Triglyceride, Aspartic Acid, Caprylyl Glycol, Sodium Cocoyl Glutamate, 1,2-Hexanediol, Lauryl Hydroxysultaine, Coco-Glucoside, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Glyceryl Caprylate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Sodium Cocoyl Isethionate, Disodium EDTA, Calendula Officinalis Flower Extract, Mentha Piperita (Peppermint Oil) Oil, Quillaja Saponaria Bark Extract, Artemisia Capillaris Extract.",
58,Cica Complex+Panthenol Ceramide Calm & Soothe Gel Moisturizer,Wardah,#fragrance & essentialoil-free,https://www.skincarisma.com/products/cica-complex-panthenol-ceramide-calm-soothe-gel-moisturizer,"Aqua, Niacinamide, Butylene Glycol, Propanediol, Centella Asiatica Extract, Panthenol, Ceramide NP, Saccharide Isomerate, Allantoin, Mirabilis Jalapa Extract, Glycerin, Xylitol, 1,2-Hexanediol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ammonium Acryloyldimethyltaurate/VP Copolymer, Aminomethyl Propanol, Caprylic/Capric Triglyceride, Chlorphenesin, Caprylhydroxamic Acid, Disodium EDTA, Deoxyphytantriyl Palmitamide MEA, Hydrogenated Lecithin, Cholesterol, Citric Acid, Sodium Citrate",
59,Milk Cleanser Green Tea,Viva Cosmetics,#sulfate-free,https://www.skincarisma.com/products/milk-cleanser-green-tea,"Water, Paraffinum Liquidum, Stearic Acid, Cetyl Alcohol, Triethanolamine, Methylparaben, Parfum, Propylparaben, Camellia Sinensis Extract, Melaleuca Alternifolia Leaf Oil, BHT, CI 19140, CI 42090.",
60,Crystal Secret NMF Amino + AHA PHA Clarifying Foaming Cleanser,Wardah,"#paraben-free, #silicone-free, #alcohol-free, #sulfate-free",https://www.skincarisma.com/products/crystal-secret-nmf-amino-aha-pha-clarifying-foaming-cleanser,"Water, Glycerin, Acrylates Copolymer, Cocamidopropyl Betaine, Propylene Glycol, Sodium Laureth Sulfate, Potassium Cocoyl Glycinate, Decyl Glucoside, Sodium Lauroyl Methyl Isethionate, Sodium PCA, Potassium Cocoate, Sodium Chloride, Phenoxyethanol, Sodium Hydroxide, Parfum, DMDM Hydantoin, Gluconolactone, Zea Mays Starch, Mannitol, Microcrystalline Cellulose, Ethylhexylglycerin, Disodium EDTA, Trisodium Ethylenediamine Disuccinate, Sodium Benzoate, Lactic Acid, Glycolic Acid, Mica, Citric Acid, Citrus Aurantium Dulcis Fruit Extract, Hydroxypropyl Starch Phosphate, Tocopheryl Acetate, Leontopodium Alpinum Extract, Malic Acid, Saccharum Officinarum Extract, Tartaric Acid, Potassium Sorbate, Acer Saccharum Extract, Citrus Limon Fruit Extract, Vaccinium Myrtillus Fruit Extract, CI 77891, CI 77499",
61,Power Serum Bright Serum,Hanasui,"#fragrance & essentialoil-free, #alcohol-free, #paraben-free, #sulfate-free, #silicone-free",https://www.skincarisma.com/products/power-serum-bright-serum,"Water, Niacinamide, Glycerin, Hydroxyethyl Urea, Betaine, Methyl Gluceth-20, Ethoxydiglycol, Propanediol, Phenoxyethanol, Biosaccharide Gum-1, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polyacrylate-1 Crosspolymer, Acetyl Glycyl Beta-Alanine, Allantoin, Pisum Sativum Extract, Ethylhexylglycerin, Disodium EDTA, Tocopheryl Acetate, Sodium Hyaluronate, Chenopodium Quinoa Seed Extract.",
62,Crystal Secret Foaming Cleanser with Natural AHA+PHA,Wardah,"#paraben-free, #alcohol-free, #silicone-free, #sulfate-free",https://www.skincarisma.com/products/crystal-secret-foaming-cleanser-with-natural-aha-pha,"Water, Acrylates Copolymer, Sodium Laureth Sulfate, Sodium Lauroyl Sarcosinate, Cocamidopropyl Betaine, Potassium Cocoyl Glycinate, Lactic Acid, Panthenol, Propylene Glycol, Sodium Chloride, Parfum, DMDM Hydantoin, Guar Hydroxypropyltrimonium Chloride, Glycolic Acid, Salicylic Acid, Disodium EDTA, Vaccinium Myrtillus Fruit Extract, Saccharum Officinarum Extract, Citrus Aurantium Dulcis Fruit Extract, Citrus Medica Limonum Fruit Extract, Acer Saccharum Extract",
63,Wardah Derma Sensitive Skin Rescue Moisturizer,Wardah,"#fragrance & essentialoil-free, #paraben-free, #sulfate-free",https://www.skincarisma.com/products/wardah-derma-sensitive-skin-rescue-moisturizer,"Aqua, Butyrospermum Parkii Butter, Glycerin, Cetearyl Alcohol, Dicaprylyl Carbonate, Dimethicone, Propanediol, Saccharide Isomerate, 1,2-Hexanediol, Palmitoyl Tripeptide-8, Madecassoside, Ceramide NP, Ceramide AP, Ceramide EOP, Allantoin, Bisabolol, Dipotassium Glycyrrhizate, Sodium Hyaluronate, Cetearyl Glucoside, Polyacrylate Crosspolymer-6, Hydrogenated Polydecene, Xanthan Gum, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Chlorphenesin, Caprylhydroxamic Acid, Glyceryl Stearate, Biosaccharide Gum-2, Disodium EDTA, Phenoxyethanol, Cholesterol, Hydrogenated Lecithin, Phytosphingosine, Stearic Acid, Butylene Glycol, Tetraacetylphytosphingosine, Glucose, Citric Acid, Sodium Citrate, Glycosphingolipids, Dextran.",
64,Nature Daily Aloe Hydramild Facial Wash,Wardah,#fragrance & essentialoil-free,https://www.skincarisma.com/products/nature-daily-aloe-hydramild-facial-wash,"Aqua, Acrylates Copolymer, Cocamidopropyl Betaine, Propylene Glycol, Glycerin, Sodium Lauroyl Sarcosinate, Decyl Glucoside, Sodium PCA, Potassium Cocoyl Glycinate, Sodium Laureth Sulfate, Potassium Cocoate, Sodium Chloride, Phenoxyethanol, Sodium Hydroxide, DMDM Hydantoin, Ethylhexylglycerin, Disodium EDTA, Aloe Barbadensis (Aloe Vera) Leaf Extract, Potassium Sorbate, Sodium Benzoate",
65,Wardah Instaperfect Porefection Skin Primer,Wardah,"#fragrance & essentialoil-free, #paraben-free, #sulfate-free",https://www.skincarisma.com/products/wardah-instaperfect-porefection-skin-primer,"Cyclopentasiloxane, Dimethicone/Vinyl Dimethicone Crosspolymer, Trisiloxane, Isododecane, Trimethylsiloxysilicate, Phenoxyethanol, Aqua, Ethylhexylglycerin, Caprylyl/Capryl Glucoside, Propanediol, Ectoin, Aluminum Hydroxide, Triethoxycaprylylsilane, Ci 77891, Ci 77492, Ci 77491, Ci 77499.",
66,Wardah UV Shield Tone Up Sunscreen 50+ Pa++++,Wardah,"#paraben-free, #sulfate-free",https://www.skincarisma.com/products/wardah-uv-shield-tone-up-sunscreen-50-pa,"Aqua, Ethylhexyl Methoxycinnamate, Propanediol, Zinc Oxide, C12-15 Alkyl Benzoate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Dimethicone, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Polymethylsilsesquioxane, Titanium Dioxide, Arachidyl Alcohol, Maleated Soybean Oil Glyceryl/Octyldodecanol Esters, Ammonium Acryloyldimethyltaurate/VP Copolymer, Behenyl Alcohol, Bisabolol, Butylene Glycol, 1,2-Hexanediol, Glycerin, Arachidyl Glucoside, Dimethicone/Vinyl Dimethicone Crosspolymer, Glycereth-20, Pentylene Glycol, Chlorphenesin, Disodium EDTA, Allantoin, Amodimethicone, Carbomer, Sodium Hydroxide, Silica, Triethoxycaprylylsilane, Polyhydroxystearic Acid, Caprylhydroxamic Acid, Phenoxyethanol, Fragrance, BHT, Haberlea Rhodopensis Leaf Extract, Ammonium Polyacrylate, Trideceth-9, PEG-40 Hydrogenated Castor Oil, Tranexamic Acid, Ethylhexylglycerin, Polysorbate 20, Oligopeptide-68, Hydrogenated Lecithin, Sodium Oleate.",
67,2.5% D-Panthenol Barrier Shield Moisturizer,Scora,"#paraben-free, #sulfate-free, #alcohol-free",https://www.skincarisma.com/products/2-5-d-panthenol-barrier-shield-moisturizer,"Water, Cyclopentasiloxane, Panthenol, Butylene Glycol, Sodium PCA, Caprylic/Capric Triglyceride, Glycerin, Carbomer, Polysorbate 20, Allantoin, Urea, Triethanolamine, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, DMDM Hydantoin, Isohexadecane, Polyacrylate-13, Styrene, BHT, Disodium EDTA, PPG-26-Buteth-26, Polyisobutene, Phenoxyethanol, Bisabolol, Tocopheryl Acetate, Ziziphus Jujuba Fruit Extract, PEG-40 Hydrogenated Castor Oil, Paeonia Lactiflora Root Extract, Scutellaria Baicalensis Root Extract, Ethylhexyl Methoxycinnamate, Polysorbate 60, Sorbitan Isostearate, Glycyrrhiza Glabra Root Extract, Sodium Benzoate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Opuntia Ficus-Indica Stem Extract, Citric Acid.",
68,Acnederm Pore Refining Toner,Wardah,#paraben-free,https://www.skincarisma.com/products/acnederm-pore-refining-toner,"Aqua, Propylene Glycol, Glycerin, Zinc Gluconate, Phenoxyethanol, Butylene Glycol, PEG-40 Hydrogenated Castor Oil, Trideceth-9, Aloe Barbadensis Leaf Extract, Disodium EDTA, Ethylhexylglycerin, Parfum, Menthyl Lactate, PPG-26-Buteth-26, Polysorbate 20, Hamamelis Virginiana Water, Potassium Sorbate, Sodium Benzoate",
69,Acnederm Micellar Water,Wardah,#fragrance & essentialoil-free,https://www.skincarisma.com/products/acnederm-micellar-water,"Aqua, Hexylene Glycol, PEG-7 Glyceryl Cocoate, Niacinamide, Decyl Glucoside, Butylene Glycol, Propanediol, Phenoxyethanol, Mannitol, Glycerin, Xylitol, Allantoin, Cetrimonium Bromide, Panthenol, Propylene Glycol, Salicylic Acid, Cucumis Sativus (Cucumber) Fruit Extract, Ethylhexylglycerin, Potassium Hydroxide, Centella Asiatica Extract, Biosaccharide Gum-2, Tetrasodium EDTA, Caprylic/Capric Triglyceride, Potassium Azeloyl Diglycinate, Deoxyphytantriyl Palmitamide MEA, Hydrogenated Lecithin, Ceramide NP, Cholesterol, Potassium Chloride, Caprylyl Glycol, Chlorphenesin",
